"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
0.536247141520499,0.598094564140965,0.48405459456423,0.381389685075024,0.347060959017125,0.423360973421244,0.468747833524661,0.616501717613861,0.644237086488779,0.631920077181896,0.61666142993946,0.637270564383037,0.630769312522218,0.625133758393513,0.632937558242272,0.471224635839239,0.406710724521904,0.527220583051633,0.588038940817303,0.497606865498712
0.547870052581329,0.551499535889746,0.405276226460134,0.29448181974685,0.242918975925917,0.320148435801137,0.377263119363791,0.501396841077674,0.665020946325634,0.65515109483695,0.58989855231069,0.607672334885996,0.545482128802344,0.498555587122104,0.546561582382591,0.521518282610606,0.371243167671419,0.461415083670175,0.51401138720797,0.532912232097102
0.475388492601942,0.423090790857106,0.359207045131788,0.269194814720712,0.289395949517857,0.31213473964219,0.299742177025376,0.382988132109852,0.544966936168557,0.613508740576027,0.519132604865657,0.471775519019672,0.429305025730314,0.439603312839745,0.419779240520474,0.435591591606798,0.288706794098582,0.338120291745263,0.448076284813315,0.462863072886302
0.41332875986876,0.371759898689584,0.372428777379357,0.263260697202081,0.211818890310209,0.267640262003618,0.223696084876985,0.272277532776623,0.402230044425733,0.523730597090954,0.437460636277622,0.288806245863874,0.304026916759563,0.383487525798529,0.368702974419976,0.298649700685153,0.207537015214507,0.196655532905364,0.363463305572273,0.463707438394316
0.318787085886648,0.265848959021343,0.332025398209219,0.287282623408472,0.179098325479486,0.171438387534076,0.157044343526815,0.257570193308327,0.263194084083124,0.36638720390865,0.351545366036408,0.3011697134894,0.29495948388903,0.294835281539471,0.258485223197779,0.291521668799552,0.200332529088558,0.297169093625615,0.394396970393034,0.425300344430882
0.307092642990731,0.268834158803762,0.214807317429286,0.182219900474575,0.150514543334565,0.0742500323199903,0.105565100327244,0.184738627733296,0.23268443757781,0.285492380802776,0.280141485207212,0.290066717468224,0.281667962804127,0.228961411659414,0.211399503100971,0.294162921563958,0.241773664336966,0.290324309226924,0.496334148629585,0.468943488298244
0.378807110190137,0.329332764621836,0.261350167300241,0.0851743623980788,0.0533704595793415,0,0.156833999688168,0.230043838286465,0.290834746815818,0.34984690483279,0.327239676395092,0.353492013097561,0.379482760419635,0.290757791821882,0.200258806222601,0.237927938753029,0.277995286197621,0.40263311173725,0.52165417739181,0.540886579655772
0.435720200833385,0.469726763768202,0.431220938749227,0.321076729925931,0.145584909063644,0.109198714380945,0.127780804617631,0.212400010358214,0.26216839909666,0.323869666718922,0.391333664057148,0.49463289225925,0.538287423208235,0.396587948044107,0.292034434464434,0.2396192929964,0.362165271279306,0.468399957261329,0.507900100358373,0.522741248104936
0.482070387234169,0.485171804712482,0.520269207074146,0.483428639878917,0.265380672389102,0.11133226617782,0.128418358884121,0.168358081684749,0.220476415580049,0.345363163380153,0.402566715442386,0.550151559979973,0.625291819690076,0.568218700912829,0.517326361814934,0.473440439446816,0.451974718770231,0.530522868114581,0.521966904450357,0.503836691310144
0.600552608527036,0.545909572677552,0.533325097411039,0.471664722939639,0.312253242436787,0.158628543559175,0.169906058789454,0.182329534320226,0.310830426360183,0.531334022166748,0.598056735034363,0.650389107533847,0.624179873291037,0.649378676516394,0.690732901772951,0.626115766728648,0.580132737576441,0.576951303139984,0.520544275180573,0.575946942054215
