"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
0.424725898024378,0.388806049341678,0.461863131175634,0.616099853526687,0.763436707200749,0.77508145905178,0.865727010093875,0.937110841906777,0.902007918306056,0.807894442387773,0.771316722420727,0.657589169225513,0.50568993806199,0.581915243200938,0.559152064158227,0.517124179432925,0.605856703188489,0.684325803288332,0.510648105606306,0.437663856625049
0.687163234109764,0.642309411275224,0.645530186863379,0.760847946538726,0.883272217756436,0.895082857081154,0.911566915259989,0.794401548985697,0.765307446976531,0.668781023912999,0.569311995451621,0.536910984164294,0.546631273472162,0.67224202641109,0.570939246481833,0.533825455567524,0.602330154037598,0.748171925328676,0.681215066901263,0.566982793639406
0.715639560500836,0.702954584515783,0.697635920032018,0.772459858575584,0.857041317546721,0.856599620656411,0.775825777400359,0.730991905535331,0.66684608027206,0.551153227288636,0.467527615008298,0.479894521760955,0.61844265811241,0.620003875966889,0.643595716041843,0.674640061170706,0.746611944046408,0.845302257544926,0.840718588303387,0.833901623356845
0.648530125825895,0.583163775986096,0.565717593864229,0.665701550062699,0.690654477091517,0.760545060315338,0.824488829197948,0.813348757900314,0.737264401291453,0.635514163752003,0.666646539789554,0.649575693468678,0.637947573679904,0.552443724315827,0.633367033901769,0.694620856682914,0.745255208174209,0.901586160972592,0.934367326753539,0.907218128526655
0.649727790901127,0.542621900010422,0.636670656835488,0.69365194067885,0.733008178912167,0.740637332238362,0.832041652777894,0.718410004000944,0.745606247054228,0.764691320228476,0.821576056036313,0.708667203690858,0.750122216910036,0.661027171533802,0.614927457123246,0.669491891733695,0.739191058901997,0.855883970271257,0.906386015190924,0.824472166539638
0.69320545281549,0.740520282719447,0.681462344803199,0.78495884953138,0.744121356564508,0.722185910870585,0.724769925248883,0.709657383424268,0.723666420726503,0.817900622647267,0.803860810209827,0.770361885784935,0.788575465276483,0.807761868865085,0.743311355046601,0.758221003881589,0.704944225988397,0.737379894254082,0.680235976683201,0.717420701132473
0.676435627322431,0.721485484951395,0.665740455549417,0.774278014104406,0.744516529034844,0.727857268115032,0.729309715214497,0.764527819080814,0.714077523171658,0.649903578977689,0.65187669563899,0.683866127522472,0.695054237738804,0.758754236227563,0.691642827544093,0.578914286403923,0.654899300639513,0.674288737517584,0.599251665685275,0.578393793836286
0.751223611945465,0.676482813109977,0.597032647445809,0.661400564849412,0.67021268716435,0.676771683323713,0.753094426746963,0.821664524056821,0.616386046229045,0.644665825495773,0.618243491426308,0.563465726953983,0.651152404881839,0.65066239854391,0.553042908244527,0.438357812017626,0.516573596482978,0.579323485496761,0.539370250753986,0.625027039727124
0.830300997594175,0.64956502401022,0.543527608656843,0.57094551075789,0.585697152112529,0.540191461006382,0.642077368623801,0.676622257806127,0.603619328452141,0.614034181963285,0.635607499927194,0.515383224505625,0.572214202929306,0.606536336987583,0.61267478741599,0.594425818626347,0.458196112347881,0.499599057025236,0.49192617264517,0.778752470863117
0.732255910153911,0.61753486967151,0.57591501295458,0.50415126731682,0.516926393552634,0.527741634523006,0.517512400293479,0.508497456710711,0.508914241913413,0.509974507307816,0.391502361020579,0.3734056427249,0.474220857043337,0.572799907038907,0.532250332191025,0.540858067343387,0.52642108358988,0.499161268634336,0.620588413259857,0.788542932745775
0.752092314522599,0.642568571568729,0.582439392475482,0.53560415797541,0.492871067949235,0.474710304355633,0.517318757657235,0.469639251098604,0.450281914906598,0.394035266604298,0.226878782554389,0.311650451268676,0.408851988282566,0.438919082612564,0.457172912407747,0.395534933732476,0.550332728496681,0.464731316341269,0.602927863864413,0.668734473632085
0.562335627870205,0.503991001248939,0.542377387642573,0.529737281632376,0.468828176083007,0.42281157125629,0.373484083722543,0.316156161829433,0.267553183687919,0.278149275106052,0.270463773486976,0.276893445867484,0.429612554493435,0.400533640846295,0.409201360519214,0.438556468970605,0.379599898397967,0.330912916907912,0.421825910673601,0.429963140109019
0.277500044515165,0.337033690436219,0.47167503475243,0.479424648538481,0.445841737434845,0.29802049215613,0.12458940695072,0.078119557614832,0.154350112992528,0.0877416400686119,0.136284429246622,0.0583442723470911,0.207179727019122,0.40224587933137,0.420135688200135,0.402256129013352,0.276749028767236,0.350980358900906,0.333725117466219,0.310992864139925
0.287128819664946,0.296999098889123,0.338841027866682,0.38913580808314,0.433869072833707,0.326127928296895,0.143405536463778,0.0582358198829124,0.142122767614734,0.110511872755656,0.00929791283784415,0.00389159013082349,0.064130681662109,0.218848234356253,0.277109336040531,0.304971867332943,0.399974265531726,0.367955049987676,0.411091171705876,0.394858860086335
0.226425868968214,0.206816450402903,0.307792644610928,0.34949363560331,0.418765631890088,0.373260890038815,0.276409814372261,0.266232030012023,0.284668807310444,0.234849238200862,0,0.0250893558151662,0.136755992080841,0.223585103673081,0.289806393357057,0.462006599889959,0.444625385266972,0.313602991050488,0.265296489221957,0.297094080882209
0.245837090531521,0.233693153891739,0.304139072951545,0.38768713862695,0.514461509399836,0.447276298057229,0.37508242920918,0.299409300292241,0.281956761091998,0.294569324885841,0.217762265372024,0.217513199829294,0.26423803663683,0.355375963801598,0.427328872873835,0.551135581684546,0.512219643328336,0.386999674900584,0.236635965914149,0.287811950266648
0.375707443675236,0.351356050256968,0.395274276350814,0.400002216901374,0.392595691739171,0.409458171630419,0.367711143734054,0.347208920714831,0.44028426838901,0.423997136858892,0.380586446885704,0.419418562001269,0.384755812180802,0.415096572847034,0.49343592135839,0.57497446925912,0.587195951392427,0.451969815554682,0.364559578705794,0.366918902924551
0.279142203694673,0.34509212829053,0.43598227318732,0.395032194933301,0.305137261683891,0.33756239837156,0.33551295085325,0.4471204694877,0.562679557162397,0.656047100255512,0.513245415614394,0.445030014784317,0.399421725596873,0.543713612973912,0.587016575933547,0.648856923735639,0.569036949923964,0.462495114603043,0.379185936559757,0.290658588399854
0.266871083149632,0.259338155600719,0.299787178418482,0.408616212824188,0.55500044623405,0.57881944257267,0.451220864147043,0.563284725103893,0.744730129074524,0.793977185662324,0.604941093036782,0.465567388592487,0.478692195683098,0.598645704920764,0.732233997678881,0.704751126234013,0.582996151650988,0.505071659521446,0.456014134999184,0.279693957143851
0.289498898890973,0.279101937430756,0.29189854059417,0.423665194152786,0.691594977743859,0.669319764516811,0.631549748226593,0.863715605094102,1,0.778691652898754,0.652166691078871,0.491048431513887,0.533536441935098,0.649051740514915,0.75464986157737,0.661361546895165,0.569262986745301,0.61331508642266,0.490820703654052,0.429873360424035
