"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
0.442535522199147,0.63515741717423,0.554788026128901,0.256857211165388,0.330739503243252,0.460170057880379,0.432111723082305,0.294138858263519,0.24118693406453,0.116291937998197,0.00823613243546929,0.142073468624683,0.331304776219848,0.423680076426948,0.502680792752127,0.698278615818871,0.596876455934188,0.605813049138888,0.71976476985786,0.51325743088053
0.555716732804745,0.667072653065604,0.522731894464259,0.309794027869193,0.511978700365593,0.41937915613802,0.181417438782215,0.220317308702355,0.391008299366092,0.207578820124771,0.115075115516373,0.249399777667997,0.392752742326711,0.631352724912469,0.620515887787759,0.73697941033386,0.775827440476619,0.742082837614942,0.653735239548607,0.614276491841067
0.647357279967653,0.601074687205298,0.39409156826378,0.268610460508805,0.374436679578268,0.303591515699132,0.0815118284833836,0.28198568706261,0.346528574181777,0.169079337566721,0.142409928414556,0.154643450285314,0.412646169491092,0.611119936796909,0.789483237570875,0.863866389802551,0.899149276241837,0.771810873415322,0.615687956448142,0.474762709795757
0.459742593529969,0.308520960457806,0.209979247087253,0.411501942823931,0.288027912394483,0.295433974731311,0.292421209640208,0.336619775699134,0.362819671879687,0.451599595034716,0.312511093907329,0.4245651928821,0.650782390730129,0.619090703454385,0.757293006141177,0.887633173023296,0.901732884086813,0.723546620986215,0.429186899994333,0.326327681297838
0.552213884936534,0.303444187111235,0.360901137992852,0.472236592921953,0.332600344769018,0.365016679291869,0.555282828042189,0.409049316627194,0.55212025670153,0.531531904602437,0.507126165060373,0.644447647650756,0.849435833689699,0.890671565733788,0.780781680128386,0.849523123666928,0.745485587310169,0.390270376106093,0.226888446705689,0.399463348577656
0.338482559385644,0.313347366864291,0.502984456533776,0.381411993893805,0.519581283364864,0.494939930065265,0.374483108159249,0.458945708026093,0.615358336873536,0.725127089820586,0.650972747576972,0.717865609270734,0.91338039898914,0.830723256310855,0.724927407490989,0.689644947721661,0.336854209724979,0.206793691710813,0.214962280952186,0.425362010428568
0.128711137036816,0.239533484613584,0.510403738346484,0.406550092894128,0.437760287117253,0.487745854803497,0.564700635087215,0.582635807440265,0.462610983692213,0.508854290977031,0.493774961601575,0.53492780785002,0.616932004396189,0.631571179960662,0.524001300898886,0.479179815435698,0.307552354154781,0.272074560494851,0.258285998284206,0.239423762170117
0.33524060090573,0.338782042736412,0.205436873962093,0.241303023060418,0.336743156336756,0.394038118200516,0.366701974152009,0.436745522875528,0.301356308068284,0.341095828289414,0.357671594150405,0.332972496660932,0.420188331441137,0.587498811749717,0.287721737263381,0.159425770797824,0.184131024585678,0.145619483141719,0.15591531833184,0.330968597274236
0.591656499152452,0.401505551943407,0.311946604366772,0.424905325735674,0.413073708116969,0.311998607603166,0.412462283166205,0.521559163684702,0.447029784787801,0.364827834494759,0.265869512795819,0.301923416857708,0.521595386859882,0.387825790829953,0.211698304581319,0.180781531275843,0.108107710986862,0,0.152479148361317,0.488021116605124
0.370224648623872,0.123002084708275,0.418773719872076,0.368876675723915,0.259461826733149,0.241196639558895,0.31256307019851,0.44421215032463,0.474638001295268,0.415878669066198,0.471202636768631,0.597717702342687,0.670568541486302,0.456494826537427,0.342523859454071,0.108344136668666,0.192999780539168,0.0629651476615249,0.195822593939034,0.60898914597458
0.464242055231335,0.395093272565959,0.318656865320208,0.19410323040759,0.100824173691532,0.208872355722063,0.338406369053629,0.452089642092734,0.589677843909646,0.448871539728361,0.590076117325754,0.696201825266379,0.701649768447577,0.616933744090707,0.434544401153492,0.186830971816344,0.217466617041154,0.277145096261659,0.461666367773061,0.571273990100991
0.671458718819715,0.399142455765388,0.314861206597581,0.121803904993188,0.299809215999001,0.427524102314652,0.506727249551327,0.592669284210245,0.541372093388248,0.639460828351855,0.61134480737525,0.410549991049994,0.388486037346969,0.441403044639748,0.442898928810165,0.459453709452836,0.187347346589848,0.339677981715947,0.451385556741193,0.607442681134652
0.748815129469558,0.69950476872346,0.462294786081324,0.339094062263127,0.654629691912597,0.562614012936362,0.817128040412869,0.815385233109169,0.573332087788956,0.715077926290295,0.652877751926693,0.405876921717944,0.356312821763248,0.371802091482931,0.410250353580457,0.32024608585591,0.258791650870469,0.43798710305277,0.5513768891446,0.699649986799615
0.837952954433275,0.828730853133816,0.710844683950668,0.651082965336139,0.640301928471979,0.675089438084117,0.932736928585718,0.881179399134555,0.649158111439137,0.635183508034118,0.547607623689791,0.499996362014807,0.610362467928617,0.470291882385839,0.504249490194403,0.259146215915734,0.358042239305201,0.488220139811894,0.658156179882906,0.735155534535075
0.82855649821248,0.833106769960138,0.758863385640055,0.616314427534443,0.622404348792791,0.727081302281085,0.854095007524491,0.89122314219179,0.642644414616309,0.506029566358251,0.416812396810128,0.531795686858623,0.357299129056398,0.1823693211397,0.346963759667714,0.460604387102323,0.562012505450334,0.75561212470994,0.807732536646589,0.902459373410813
0.69852174269784,0.671458567812445,0.716699753640942,0.609615173268843,0.861139687965815,0.842867162380543,0.837662502825111,0.907649075099368,0.615632853952414,0.401870074324222,0.332725032894785,0.410489336361439,0.167327718887371,0.267300626903949,0.402984558149598,0.3106987566263,0.524557455364104,0.770077388886521,0.927668552645423,0.874877215197146
0.753788291782415,0.706449701266167,0.614154187457809,0.532066046469711,0.784432182432328,0.681681915260039,0.902461230838087,1,0.828929879579727,0.554534548818319,0.481664616338495,0.422251004288216,0.286403907362726,0.406551269623578,0.495523238945975,0.302431214584299,0.262999108373828,0.519077897923674,0.704725346296874,0.659498867455499
0.553996724577488,0.574737879029225,0.373480671158722,0.3973845412732,0.678305450699804,0.749835767854301,0.823642750365274,0.821699662996078,0.832742820056586,0.800105863590738,0.747543710536896,0.502895669277531,0.593162566018733,0.552006378602984,0.540173588601895,0.392377729862008,0.482810826448717,0.632301644088105,0.411293386237429,0.337165520972313
0.340919622654322,0.357622037483453,0.353661103636106,0.39261332669617,0.529192011975856,0.682667396637703,0.678484435705218,0.61047814826767,0.644615386536057,0.577552234126441,0.396427091516571,0.288069659774727,0.453056358781449,0.537561647640921,0.685817521243866,0.567176003721123,0.539524890577594,0.439073980214606,0.366674622207638,0.306512158172438
0.417977855824839,0.334962679914673,0.386044532132218,0.207962640791814,0.270970936393568,0.562267626680845,0.644127695135303,0.510837461466034,0.314231540289032,0.253404245795541,0.241266817706596,0.260876892037956,0.287159575469695,0.540214397638081,0.74709711338477,0.636433502908605,0.418956698479466,0.427941692046226,0.571457608874763,0.512714873331895
